date,gross_return,n_positions,n_long,n_short,return_coverage,turnover,fixed_cost,spread_cost,total_cost,net_return
2021-11-30,-0.029612296907607662,503,252,251,1.0,1.544573104832484,0.001544573104832484,0.0,0.001544573104832484,-0.031156870012440146
2021-12-31,0.05555682420717132,501,251,250,1.0,1.8130493897426168,0.0018130493897426168,0.0,0.0018130493897426168,0.0537437748174287
2022-01-31,0.007666316889433052,485,243,242,1.0,1.4292908366533865,0.0014292908366533865,0.0,0.0014292908366533865,0.006237026052779666
2022-02-28,0.015317998495051527,485,243,242,1.0,1.162959561949461,0.001162959561949461,0.0,0.001162959561949461,0.014155038933102066
2022-03-31,-0.09394278664268987,489,245,244,1.0,1.9877216460354634,0.0019877216460354634,0.0,0.0019877216460354634,-0.09593050828872533
2022-04-29,0.05212346377158458,475,238,237,1.0,1.971311475409836,0.001971311475409836,0.0,0.001971311475409836,0.05015215229617475
2022-05-31,-0.012792478155427334,471,236,235,1.0,1.6034818990887494,0.0016034818990887493,0.0,0.0016034818990887493,-0.014395960054516084
2022-06-30,-0.0480114845814978,454,227,227,1.0,1.4391272989542012,0.0014391272989542014,0.0,0.0014391272989542014,-0.049450611880452
2022-07-29,-0.03686429478008877,467,234,233,1.0,1.3440996295073548,0.001344099629507355,0.0,0.001344099629507355,-0.03820839440959613
2022-08-31,-0.0032475646551724134,464,232,232,1.0,1.3103334433806537,0.0013103334433806537,0.0,0.0013103334433806537,-0.004557898098553067
2022-09-30,-0.01590518,450,225,225,1.0,1.9784482758620687,0.0019784482758620687,0.0,0.0019784482758620687,-0.01788362827586207
2022-10-31,0.028192700836617977,455,228,227,1.0,1.9955947136563879,0.0019955947136563877,0.0,0.0019955947136563877,0.02619710612296159
2022-11-30,-0.010789538556001718,453,227,226,1.0,1.4320658474379782,0.0014320658474379782,0.0,0.0014320658474379782,-0.012221604403439697
