date,gross_return,n_positions,n_long,n_short,return_coverage,turnover,fixed_cost,spread_cost,total_cost,net_return
2022-12-30,-0.021204504394218452,447,224,223,1.0,1.8278234766675765,0.0018278234766675766,0.0,0.0018278234766675766,-0.023032327870886028
2023-01-31,0.0010196018131763804,459,230,229,1.0,1.7995443326371747,0.0017995443326371747,0.0,0.0017995443326371747,-0.0007799425194607943
2023-02-28,-0.04471088619469026,451,226,225,1.0,1.2634516802734006,0.0012634516802734006,0.0,0.0012634516802734006,-0.04597433787496366
2023-03-31,-0.03189225847387906,441,221,220,1.0,1.41874139626352,0.00141874139626352,0.0,0.00141874139626352,-0.033310999870142584
2023-04-28,-0.014152489914540657,437,219,218,1.0,1.8322912381735912,0.0018322912381735913,0.0,0.0018322912381735913,-0.015984781152714247
2023-05-31,-0.003032659186995305,435,218,217,1.0,1.4368061664781535,0.0014368061664781536,0.0,0.0014368061664781536,-0.0044694653534734586
2023-06-30,-0.013851542639924996,443,222,221,1.0,1.6297338062043947,0.0016297338062043947,0.0,0.0016297338062043947,-0.01548127644612939
2023-07-31,0.017317826666666668,450,225,225,1.0,1.6133333333333335,0.0016133333333333336,0.0,0.0016133333333333336,0.015704493333333333
2023-08-31,0.014478196174413815,441,221,220,1.0,1.68,0.00168,0.0,0.00168,0.012798196174413815
2023-09-29,-0.05040523933031869,431,216,215,1.0,1.8504319210201565,0.0018504319210201567,0.0,0.0018504319210201567,-0.05225567125133884
2023-10-31,-0.033323699085985106,421,211,210,1.0,1.8330103359173129,0.001833010335917313,0.0,0.001833010335917313,-0.03515670942190242
2023-11-30,-0.04622318845903064,429,215,214,1.0,1.4400347750489024,0.0014400347750489024,0.0,0.0014400347750489024,-0.04766322323407954
2023-12-29,0.027567705553270254,441,221,220,1.0,1.4688194158782395,0.0014688194158782395,0.0,0.0014688194158782395,0.026098886137392016
2024-01-31,-0.042378070635860146,435,218,217,1.0,1.5411559029206088,0.0015411559029206087,0.0,0.0015411559029206087,-0.043919226538780755
2024-02-29,0.00650484703196347,438,219,219,1.0,1.7168949771689497,0.0017168949771689498,0.0,0.0017168949771689498,0.00478795205479452
2024-03-28,0.03048588318593171,441,221,220,1.0,1.143130399012752,0.0011431303990127519,0.0,0.0011431303990127519,0.029342752786918957
2024-04-30,0.00930922985572782,431,216,215,1.0,1.6956602221308104,0.0016956602221308104,0.0,0.0016956602221308104,0.0076135696335970105
2024-05-31,0.016999562167483558,437,219,218,1.0,1.7021071593146495,0.0017021071593146496,0.0,0.0017021071593146496,0.015297455008168908
2024-06-28,-0.03615534948320413,431,216,215,1.0,1.495601357295463,0.001495601357295463,0.0,0.001495601357295463,-0.037650950840499596
2024-07-31,-0.019734087104072397,443,222,221,1.0,1.9728914434796785,0.0019728914434796784,0.0,0.0019728914434796784,-0.021706978547552075
2024-08-30,0.0065811886259858855,439,220,219,1.0,1.873731197260609,0.0018737311972606091,0.0,0.0018737311972606091,0.004707457428725277
2024-09-30,-0.020837503237858032,439,220,219,1.0,1.5845371523453715,0.0015845371523453716,0.0,0.0015845371523453716,-0.022422040390203405
2024-10-31,-0.0060873962967617655,437,219,218,1.0,1.8037152345371523,0.0018037152345371523,0.0,0.0018037152345371523,-0.007891111531298917
2024-11-29,-0.02108231156495862,443,222,221,1.0,1.5710325710325708,0.0015710325710325708,0.0,0.0015710325710325708,-0.022653344135991193
