date,fold,hml,conditional_sdf_payoff
2019-03-29,9,0.05823016234671126,0.4757045190061701
2019-04-30,9,0.04457415311004785,0.3034474592159262
2019-05-31,9,0.013759067049258729,0.08825505020753355
2019-06-28,9,0.05347156062098401,0.3655113917147969
2019-07-31,9,0.03167684920969936,0.21136962492792655
2019-08-30,9,0.04422356411185163,0.2184118942888345
2019-09-30,9,0.003508813725490197,0.024149831905834335
2019-10-31,9,-0.053643960569105684,-0.23777818177509696
2019-11-29,9,-0.04624015153036824,-0.12876146510183953
2019-12-31,9,0.02607567572815534,0.16582636424720745
2020-01-31,10,-0.047132151530368246,-0.2440818771926774
2020-02-28,10,0.062148697748879406,0.23097646530230845
2020-03-31,10,-0.13204023290476735,-0.6537386875369399
2020-04-30,10,-0.0710088219666931,-0.3370489676365023
2020-05-29,10,-0.09977342033399321,-0.5317198276179669
2020-06-30,10,0.015035414950248757,0.06362478126418161
2020-07-31,10,-0.021870005608935275,-0.08161272528295288
2020-08-31,10,-0.018658232493785468,-0.05624485696946511
2020-09-30,10,0.06801810144927536,0.20930259481746868
2020-10-30,10,-0.1789163028846154,-0.6942379399761758
2020-11-30,10,-0.03165687847178583,-0.011909464775070945
2020-12-31,10,-0.2389251728275361,-0.6364288341401746
2021-01-29,11,0.10047693466967815,-1.3778407535456945
2021-02-26,11,0.1190887552742616,-1.2798094346589886
2021-03-31,11,0.08019482228561549,-0.2613145863705135
2021-04-30,11,0.051891117096894875,-0.11421296658424263
2021-05-28,11,-0.10226984892981582,0.3031370882425812
2021-06-30,11,0.13989051699598393,-0.3996543672822567
2021-07-30,11,-0.002425325867988083,-0.0025186870061099337
2021-08-31,11,0.036469591199629454,-0.1883230852538223
2021-09-30,11,0.06043185039370079,-0.2380686938327994
2021-10-29,11,0.040457033101744644,-0.1935598835915114
2021-11-30,11,0.16218301784923797,-0.6679154260549202
2021-12-31,11,0.1355523780883534,-0.27625691576405076
2022-01-31,12,0.022662093255790224,-0.12494900702054078
2022-02-28,12,-0.016640722664353978,0.0889093889568125
2022-03-31,12,0.10393064483104716,-0.5634044339488118
2022-04-29,12,0.08756081904407333,-0.29647126370873256
2022-05-31,12,0.004438068283447533,-0.021648721376958138
2022-06-30,12,-0.064832859030837,0.21163967232006714
2022-07-29,12,-0.06210461650342981,0.3448191642385219
2022-08-31,12,0.003951127349415426,-0.025126551562444036
2022-09-30,12,0.07647125333333335,-0.4781910005807506
2022-10-31,12,0.05581565279387897,-0.2631334712083285
2022-11-30,12,0.008560494631268442,-0.04701447467503942
2022-12-30,12,-0.1016859949151185,0.1842171240459294
2023-01-31,13,0.04568663221947978,-0.11765010889377787
2023-02-28,13,0.0136516,-0.0545828809103728
2023-03-31,13,0.003955502262443438,-0.007953825291211684
2023-04-28,13,-0.06477586165221398,0.013532126996267107
2023-05-31,13,0.010305245655942166,0.0024418800961225734
2023-06-30,13,-0.03163915765765766,-0.0558481314186184
2023-07-31,13,0.07778951555555555,-0.04027450656316046
2023-08-31,13,0.03815507727272727,-0.018570763838526794
2023-09-29,13,0.08235027635658915,0.017777324400333198
2023-10-31,13,-0.06868560783118934,0.1465560660776444
2023-11-30,13,-0.12801439710932405,-0.19409507000895782
2023-12-29,13,0.06049452727272728,-0.01299323944268869
2024-01-31,14,-0.07965699951380376,-0.0732534849801131
2024-02-29,14,0.022458121486322313,-0.021504221906140868
2024-03-28,14,0.04863431443850268,-0.07941637799337414
2024-04-30,14,-0.006020192743324722,0.008360190401270798
2024-05-31,14,0.03730937987516232,0.04526108333080796
2024-06-28,14,-0.005645235917312655,-0.0071741836453346535
2024-07-31,14,0.03830880915261209,0.06746654100011763
2024-08-30,14,0.013938252117061022,0.011665337734163471
2024-09-30,14,-0.058154050228310494,-0.11206951679420706
2024-10-31,14,0.017182147773448966,-0.021327579559818188
2024-11-29,14,0.03939265364233012,-0.021191899586163226
