date,n_assets,sdf_payoff,mean_realized_return,mean_target_return,mean_expected_return,rms_pricing_error,rms_forecast_error,rms_reconstruction_error,mean_factor_effective_n,mean_abs_factor_weight,fold
2016-08-01,2163,0.999669075012207,0.014001930132508278,-7.715811878306056e-10,-0.00167239794973284,0.09137733280658722,0.09226366132497787,0.08937536925077438,2135.3330078125,0.00046232083695940673,11
2016-09-01,2182,1.000327706336975,-0.04354848340153694,-1.966789398011315e-09,-0.0007247048779390752,0.08954858779907227,0.08905471116304398,0.08379876613616943,2159.90625,0.0004582951369229704,11
2016-10-01,2142,0.9995822906494141,0.10083264112472534,4.897487304589276e-09,-0.0021761597599834204,0.1336105912923813,0.13359220325946808,0.1331535428762436,2115.09033203125,0.0004668534093070775,11
2016-11-01,2178,0.9997075796127319,0.021683918312191963,-1.9704013975996304e-09,0.0007099339854903519,0.08922524005174637,0.08919777721166611,0.08918707072734833,2146.833984375,0.00045913681969977915,11
2016-12-01,2179,1.0000678300857544,0.00957319512963295,1.2582899167057349e-09,-0.00036281815846450627,0.09098999202251434,0.09143097698688507,0.09039891511201859,2146.955078125,0.00045892607886344194,11
2017-01-01,2162,0.999832808971405,0.02135855332016945,9.924917554471335e-10,-0.0030346440616995096,0.097805455327034,0.09858257323503494,0.09723863750696182,2137.16162109375,0.0004625346919056028,12
2017-02-01,2162,1.000016450881958,0.0035355945583432913,-1.3508916207882748e-09,-0.002927925670519471,0.09021437168121338,0.09065772593021393,0.0899006649851799,2135.0654296875,0.0004625346919056028,12
2017-03-01,2159,0.9998639225959778,0.01334382500499487,-2.2086019124678558e-10,-0.002448857296258211,0.09923956543207169,0.09946249425411224,0.09932385385036469,2130.976806640625,0.00046317739179357886,12
2017-04-01,2156,0.9992139339447021,-0.01185687631368637,4.4233502971557925e-10,-0.002445633290335536,0.1080097183585167,0.10811877995729446,0.10811471194028854,2133.103759765625,0.00046382189611904323,12
2017-05-01,2135,1.0006262063980103,0.03181976452469826,-1.3400576204247727e-09,-0.0029385718517005444,0.08948184549808502,0.0904725193977356,0.08657853305339813,2110.684326171875,0.00046838403795845807,12
2017-06-01,2156,0.99985271692276,0.007882475852966309,-5.5291878714447407e-11,-0.0026207754854112864,0.08230356872081757,0.08267901837825775,0.08129002898931503,2133.52734375,0.00046382189611904323,12
2017-07-01,2154,0.9999163150787354,-0.011291670612990856,3.320592967259728e-10,-0.003041427116841078,0.11287207901477814,0.1133648082613945,0.11188987642526627,2130.9521484375,0.00046425251639448106,12
2017-08-01,2120,1.0011208057403564,0.06072040647268295,-2.9240014853826324e-09,-0.002609456656500697,0.10937295109033585,0.10992693156003952,0.10639115422964096,2089.423828125,0.0004716981202363968,12
