portfolio,status,nobs,alpha_monthly,alpha_annualized,alpha_t_newey_west,alpha_p_newey_west,rsquared,beta_mktrf,t_mktrf,beta_smb,t_smb,beta_hml,t_hml,beta_rmw,t_rmw,beta_cma,t_cma,beta_umd,t_umd
gross_ls,PASS,227,-0.0005036811694377683,-0.006027458261746554,-0.2947987430555806,0.7681476266846197,0.060330822700051634,-0.032995413253140475,-0.6756364621785348,-0.10722947694873214,-1.0918128228597022,0.11528780864030362,1.5058115670059073,-0.0037634858113242305,-0.03179996948013541,-0.11131270584961318,-0.8844584548547378,0.12114895470757442,1.7769180858796618
net_ls,PASS,227,-0.002135009593551789,-0.025321400346146383,-1.2501853822865385,0.21123183536960854,0.06026601859764602,-0.03242439631396599,-0.6635061313996465,-0.10720189659720775,-1.0892115684154005,0.1151247783760782,1.5043830065801784,-0.0032246980596724976,-0.02730158809986692,-0.11070511197157522,-0.8796239696390933,0.12131029401779642,1.7830094546846225
